Col_num,ques_seq_no,field_name,ques_desc,data_type,resp_seq_no,resp_desc
21,19,M4e19,NON-MASS ENHANCEMENT INTERNAL CHARACTERISTICS,List,5,Reticular/dendritic
22,20,M4e20,ASSOCIATED FINDINGS,List,1,No
22,20,M4e20,ASSOCIATED FINDINGS,List,2,Yes
23,21,M4e21,OTHER FINDINGS - NIPPLE RETRACTION OR INVERSION,List,1,No
23,21,M4e21,OTHER FINDINGS - NIPPLE RETRACTION OR INVERSION,List,2,Yes
24,22,M4e22,SKIN RETRACTION,List,1,No
24,22,M4e22,SKIN RETRACTION,List,2,Yes
25,23,M4e23,OTHER FINDINGS - PRE-CONTRAST HIGH DUCT SIGNAL,List,1,No
25,23,M4e23,OTHER FINDINGS - PRE-CONTRAST HIGH DUCT SIGNAL,List,2,Yes
26,24,M4e24,SKIN THICKENING,List,1,No
26,24,M4e24,SKIN THICKENING,List,2,Yes
27,25,M4e25,OTHER FINDINGS - SKIN INVASION,List,1,No
27,25,M4e25,OTHER FINDINGS - SKIN INVASION,List,2,Yes
28,26,M4e26,OTHER FINDINGS - EDEMA,List,1,No
28,26,M4e26,OTHER FINDINGS - EDEMA,List,2,Yes
29,27,M4e27,OTHER FINDINGS - LYMPH ADENOPATHY,List,1,No
29,27,M4e27,OTHER FINDINGS - LYMPH ADENOPATHY,List,2,Yes
30,28,M4e28,OTHER FINDINGS - PECTORALIS MUSCLE INVASION,List,1,No
30,28,M4e28,OTHER FINDINGS - PECTORALIS MUSCLE INVASION,List,2,Yes
31,29,M4e29,CHEST WALL INVASION,List,1,No
31,29,M4e29,CHEST WALL INVASION,List,2,Yes
32,30,M4e30,OTHER FINDINGS - HEMATOMA/BLOOD,List,1,No
32,30,M4e30,OTHER FINDINGS - HEMATOMA/BLOOD,List,2,Yes
33,31,M4e31,OTHER FINDINGS - ABNORMAL SIGNAL VOID,List,1,No
33,31,M4e31,OTHER FINDINGS - ABNORMAL SIGNAL VOID,List,2,Yes
34,32,M4e32,OTHER FINDINGS - CYSTS,List,1,No
34,32,M4e32,OTHER FINDINGS - CYSTS,List,2,Yes
35,33,M4e33,OTHER FINDINGS - OTHER,List,1,No
35,33,M4e33,OTHER FINDINGS - OTHER,List,2,Yes
36,34,M4e34,SPECIFY OTHER FINDINGS,Char(80),,$F200.
37,35,M4e35,LOCATION WITHIN BREAST,List,1,Nipple
37,35,M4e35,LOCATION WITHIN BREAST,List,2,Central Region
37,35,M4e35,LOCATION WITHIN BREAST,List,3,Upper inner quadrant
37,35,M4e35,LOCATION WITHIN BREAST,List,4,Lower inner quadrant
37,35,M4e35,LOCATION WITHIN BREAST,List,5,Upper outer quadrant
37,35,M4e35,LOCATION WITHIN BREAST,List,6,Lower outer quadrant
37,35,M4e35,LOCATION WITHIN BREAST,List,7,Axillary tail
37,35,M4e35,LOCATION WITHIN BREAST,List,8,"Breast, NOS"
37,35,M4e35,LOCATION WITHIN BREAST,List,9,Subareolar
37,35,M4e35,LOCATION WITHIN BREAST,List,10,"Other, specify"
38,36,M4e36,SPECIFY OTHER LOCATION,Char(80),,$F200.
39,37,M4e37,DISTANCE OF FINDING FROM NIPPLE,#,,BEST32.
40,38,M4e38,LESION LOCATION PER DIAGRAM / R0,List,1,Lesion not visible in this region
40,38,M4e38,LESION LOCATION PER DIAGRAM / R0,List,2,Lesion visible in this region
41,39,M4e39,LESION LOCATION PER DIAGRAM / R1,List,1,Lesion not visible in this region
41,39,M4e39,LESION LOCATION PER DIAGRAM / R1,List,2,Lesion visible in this region
42,40,M4e40,LESION LOCATION PER DIAGRAM / R2,List,1,Lesion not visible in this region
42,40,M4e40,LESION LOCATION PER DIAGRAM / R2,List,2,Lesion visible in this region
43,41,M4e41,LESION LOCATION PER DIAGRAM / R3,List,1,Lesion not visible in this region
43,41,M4e41,LESION LOCATION PER DIAGRAM / R3,List,2,Lesion visible in this region
44,42,M4e42,LESION LOCATION PER DIAGRAM / R4,List,1,Lesion not visible in this region
44,42,M4e42,LESION LOCATION PER DIAGRAM / R4,List,2,Lesion visible in this region
45,43,M4e43,LESION LOCATION PER DIAGRAM / R5,List,1,Lesion not visible in this region
45,43,M4e43,LESION LOCATION PER DIAGRAM / R5,List,2,Lesion visible in this region
46,44,M4e44,LESION LOCATION PER DIAGRAM / R6,List,1,Lesion not visible in this region
46,44,M4e44,LESION LOCATION PER DIAGRAM / R6,List,2,Lesion visible in this region
47,45,M4e45,LESION LOCATION PER DIAGRAM / L0,List,1,Lesion not visible in this region
47,45,M4e45,LESION LOCATION PER DIAGRAM / L0,List,2,Lesion visible in this region
48,46,M4e46,LESION LOCATION PER DIAGRAM / L1,List,1,Lesion not visible in this region
48,46,M4e46,LESION LOCATION PER DIAGRAM / L1,List,2,Lesion visible in this region
49,47,M4e47,LESION LOCATION PER DIAGRAM / L2,List,1,Lesion not visible in this region
49,47,M4e47,LESION LOCATION PER DIAGRAM / L2,List,2,Lesion visible in this region
50,48,M4e48,LESION LOCATION PER DIAGRAM / L3,List,1,Lesion not visible in this region
50,48,M4e48,LESION LOCATION PER DIAGRAM / L3,List,2,Lesion visible in this region
51,49,M4e49,LESION LOCATION PER DIAGRAM / L4,List,1,Lesion not visible in this region
51,49,M4e49,LESION LOCATION PER DIAGRAM / L4,List,2,Lesion visible in this region
52,50,M4e50,LESION LOCATION PER DIAGRAM / L5,List,1,Lesion not visible in this region
52,50,M4e50,LESION LOCATION PER DIAGRAM / L5,List,2,Lesion visible in this region
53,51,M4e51,LESION LOCATION PER DIAGRAM / L6,List,1,Lesion not visible in this region
53,51,M4e51,LESION LOCATION PER DIAGRAM / L6,List,2,Lesion visible in this region
54,52,M4e52,LESION LOCATION PER DIAGRAM / RT,List,1,Lesion not visible in this region
54,52,M4e52,LESION LOCATION PER DIAGRAM / RT,List,2,Lesion visible in this region
55,53,M4e53,LESION LOCATION PER DIAGRAM / RA,List,1,Lesion not visible in this region
55,53,M4e53,LESION LOCATION PER DIAGRAM / RA,List,2,Lesion visible in this region
56,54,M4e54,LESION LOCATION PER DIAGRAM / RB,List,1,Lesion not visible in this region
56,54,M4e54,LESION LOCATION PER DIAGRAM / RB,List,2,Lesion visible in this region
57,55,M4e55,LESION LOCATION PER DIAGRAM / RC,List,1,Lesion not visible in this region
57,55,M4e55,LESION LOCATION PER DIAGRAM / RC,List,2,Lesion visible in this region
58,56,M4e56,LESION LOCATION PER DIAGRAM / RD,List,1,Lesion not visible in this region
58,56,M4e56,LESION LOCATION PER DIAGRAM / RD,List,2,Lesion visible in this region
59,57,M4e57,LESION LOCATION PER DIAGRAM / RE,List,1,Lesion not visible in this region
59,57,M4e57,LESION LOCATION PER DIAGRAM / RE,List,2,Lesion visible in this region
60,58,M4e58,LESION LOCATION PER DIAGRAM / RF,List,1,Lesion not visible in this region
60,58,M4e58,LESION LOCATION PER DIAGRAM / RF,List,2,Lesion visible in this region
61,59,M4e59,LESION LOCATION PER DIAGRAM / RG,List,1,Lesion not visible in this region
61,59,M4e59,LESION LOCATION PER DIAGRAM / RG,List,2,Lesion visible in this region
62,60,M4e60,LESION LOCATION PER DIAGRAM / LT,List,1,Lesion not visible in this region
62,60,M4e60,LESION LOCATION PER DIAGRAM / LT,List,2,Lesion visible in this region
63,61,M4e61,LESION LOCATION PER DIAGRAM / LA,List,1,Lesion not visible in this region
63,61,M4e61,LESION LOCATION PER DIAGRAM / LA,List,2,Lesion visible in this region
64,62,M4e62,LESION LOCATION PER DIAGRAM / LB,List,1,Lesion not visible in this region
64,62,M4e62,LESION LOCATION PER DIAGRAM / LB,List,2,Lesion visible in this region
65,63,M4e63,LESION LOCATION PER DIAGRAM / LC,List,1,Lesion not visible in this region
65,63,M4e63,LESION LOCATION PER DIAGRAM / LC,List,2,Lesion visible in this region
66,64,M4e64,LESION LOCATION PER DIAGRAM / LD,List,1,Lesion not visible in this region
66,64,M4e64,LESION LOCATION PER DIAGRAM / LD,List,2,Lesion visible in this region
67,65,M4e65,LESION LOCATION PER DIAGRAM / LE,List,1,Lesion not visible in this region
67,65,M4e65,LESION LOCATION PER DIAGRAM / LE,List,2,Lesion visible in this region
68,66,M4e66,LESION LOCATION PER DIAGRAM / LF,List,1,Lesion not visible in this region
68,66,M4e66,LESION LOCATION PER DIAGRAM / LF,List,2,Lesion visible in this region
69,67,M4e67,LESION LOCATION PER DIAGRAM / LG,List,1,Lesion not visible in this region
69,67,M4e67,LESION LOCATION PER DIAGRAM / LG,List,2,Lesion visible in this region
70,68,M4e68,INITIAL ENHANCEMENT PHASE,List,0,Not applicable
70,68,M4e68,INITIAL ENHANCEMENT PHASE,List,1,Slow
70,68,M4e68,INITIAL ENHANCEMENT PHASE,List,2,Medium
70,68,M4e68,INITIAL ENHANCEMENT PHASE,List,3,Rapid
71,69,M4e69,DELAYED ENHANCEMENT PHASE,List,0,Not applicable
71,69,M4e69,DELAYED ENHANCEMENT PHASE,List,1,Persistent
71,69,M4e69,DELAYED ENHANCEMENT PHASE,List,2,Plateau
71,69,M4e69,DELAYED ENHANCEMENT PHASE,List,3,Washout
72,70,M4e70,OVERALL DIAGNOSTIC ASSESSMENT,List,0,"Incomplete, need additional evaluation"
72,70,M4e70,OVERALL DIAGNOSTIC ASSESSMENT,List,1,"Negative, no abnormal enhancement"
72,70,M4e70,OVERALL DIAGNOSTIC ASSESSMENT,List,2,2-Benign
72,70,M4e70,OVERALL DIAGNOSTIC ASSESSMENT,List,4,"Suspicious abnormality, biopsy should be considered"
72,70,M4e70,OVERALL DIAGNOSTIC ASSESSMENT,List,5,"Highly suggestive of malignancy, appropriate action should be taken"
73,71,M4e71,RECOMMENDATIONS,List,1,Routine follow-up
73,71,M4e71,RECOMMENDATIONS,List,2,Ultrasound targeted to area of finding
73,71,M4e71,RECOMMENDATIONS,List,3,Diagnostic Mammogram
73,71,M4e71,RECOMMENDATIONS,List,5,Biopsy
74,72,M4e72,PROBABILITY OF MALIGNANCY,List,1,Definitely not
74,72,M4e72,PROBABILITY OF MALIGNANCY,List,2,Probably not
74,72,M4e72,PROBABILITY OF MALIGNANCY,List,3,Possible
74,72,M4e72,PROBABILITY OF MALIGNANCY,List,4,Probable
74,72,M4e72,PROBABILITY OF MALIGNANCY,List,5,Definite
75,74,M4e74,DATE FORM COMPLETED (MM/DD/YYYY),YYYY,,best4.
76,74,M4e74d,Days from Base_dt to DATE FORM COMPLETED (MM/DD/YYYY),#,,best8.
77,77,Rec,Data Entry Date (Days from base date),#,,best8.
