Col_num,ques_seq_no,field_name,ques_desc,data_type,resp_seq_no,resp_desc
29,23,F1e23,provide reason MRI not done,List,3,Patient pregnant or lactating
29,23,F1e23,provide reason MRI not done,List,4,Patient refusal
29,23,F1e23,provide reason MRI not done,List,5,Referring physician's choice
29,23,F1e23,provide reason MRI not done,List,6,Expired
29,23,F1e23,provide reason MRI not done,List,7,"Other, specify"
30,24,F1e24,specify other reason MRI not done,Char(80),,$F200.
31,25,F1e25,date of follow-up MRI,YYYY,,best4.
32,25,F1e25d,Days from Base_dt to date of follow-up MRI,#,,best8.
33,26,F1e26,MRI findings,List,0,"Incomplete, need additional evaluation"
33,26,F1e26,MRI findings,List,1,"Negative, no abnormal enhancement"
33,26,F1e26,MRI findings,List,2,2-Benign
33,26,F1e26,MRI findings,List,3,"Probably benign finding, short interval follow-up"
33,26,F1e26,MRI findings,List,4,"Suspicious abnormality, biopsy should be considered"
33,26,F1e26,MRI findings,List,5,"Highly suggestive of malignancy, appropriate action should be taken"
34,27,F1e27,other imaging of study breast in past 12 months,List,1,No
34,27,F1e27,other imaging of study breast in past 12 months,List,2,Yes
34,27,F1e27,other imaging of study breast in past 12 months,List,99,Unknown
35,28,F1e28,specify other imaging type,Char(80),,$F200.
36,29,F1e29,date of other imaging,YYYY,,best4.
37,29,F1e29d,Days from Base_dt to date of other imaging,#,,best8.
38,30,F1e30,specify findings of other imaging,List,1,Negative; benign
38,30,F1e30,specify findings of other imaging,List,2,Abnormal; requiring further evaluation
39,31,F1e31,Were there any biopsies or surgeries of breast within past 12 months?,List,1,No
39,31,F1e31,Were there any biopsies or surgeries of breast within past 12 months?,List,2,"Yes, not previously reported"
39,31,F1e31,Were there any biopsies or surgeries of breast within past 12 months?,List,3,"Yes, previously reported"
39,31,F1e31,Were there any biopsies or surgeries of breast within past 12 months?,List,99,Unknown
40,32,F1e32,FNA date,YYYY,,best4.
41,32,F1e32d,Days from Base_dt to FNA date,#,,best8.
42,33,F1e33,core needle biopsy date,YYYY,,best4.
43,33,F1e33d,Days from Base_dt to core needle biopsy date,#,,best8.
44,34,F1e34,date of excisional biopsy,YYYY,,best4.
45,34,F1e34d,Days from Base_dt to date of excisional biopsy,#,,best8.
46,35,F1e35,lumpectomy date,YYYY,,best4.
47,35,F1e35d,Days from Base_dt to lumpectomy date,#,,best8.
48,36,F1e36,mastectomy date,YYYY,,best4.
49,36,F1e36d,Days from Base_dt to mastectomy date,#,,best8.
50,37,F1e37,lesion histology,List,1,Benign
50,37,F1e37,lesion histology,List,2,Atypical
50,37,F1e37,lesion histology,List,3,In situ carcinoma
50,37,F1e37,lesion histology,List,4,Invasive carcinoma
51,38,F1e38,types of benign histology,List,10,"Benign, non-proliferative"
51,38,F1e38,types of benign histology,List,11,"Benign, proliferative, NOS"
51,38,F1e38,types of benign histology,List,12,Fibroadenoma
51,38,F1e38,types of benign histology,List,13,Radial scar
51,38,F1e38,types of benign histology,List,14,"Other, specify"
52,39,F1e39,specify other histologic type,Char(80),,$F200.
53,40,F1e40,atypical histology,List,20,Atypical ductal hyperplasia
53,40,F1e40,atypical histology,List,21,Atypical lobular hyperplasia
54,41,F1e41,types of in situ carcinoma,List,30,Lobular carcinoma in situ
54,41,F1e41,types of in situ carcinoma,List,31,Ductal  carcinoma in situ
54,41,F1e41,types of in situ carcinoma,List,32,In situ ca; ductal and lobular features
55,42,F1e42,types of invasive carcinoma,List,40,Infiltrating ductal carcinoma NOS
55,42,F1e42,types of invasive carcinoma,List,41,Infiltrating lobular carcinoma
55,42,F1e42,types of invasive carcinoma,List,42,Infiltrating ca; ductal/lobular features
55,42,F1e42,types of invasive carcinoma,List,43,Tubular carcinoma
55,42,F1e42,types of invasive carcinoma,List,44,Mucinous carcinoma
55,42,F1e42,types of invasive carcinoma,List,45,Medullary carcinoma
55,42,F1e42,types of invasive carcinoma,List,46,"Other, specify"
56,43,F1e43,specify other invasive histology,Char(80),,$F200.
57,44,F1e44,method of contact,List,1,At appointment
57,44,F1e44,method of contact,List,2,By mail
57,44,F1e44,method of contact,List,3,By telephone
57,44,F1e44,method of contact,List,4,"Other, specify"
58,45,F1e45,specify other method of contact,Char(80),,$F200.
59,48,F1e48,date form completed (mm/dd/yyyy),YYYY,,best4.
60,48,F1e48d,Days from Base_dt to date form completed (mm/dd/yyyy),#,,best8.
61,50,F1e50,,List,1,Related to or probably related to breast cancer
61,50,F1e50,,List,2,"Other, specify"
61,50,F1e50,,List,99,Unknown
62,52,Rec,Data Entry Date (Days from base date),#,,best8.
