Col_num,ques_seq_no,field_name,ques_desc,data_type,resp_seq_no,resp_desc
50,49,Ise49,LESION LOCATION PER DIAGRAM / L5,List,1,Lesion not visible in this region
50,49,Ise49,LESION LOCATION PER DIAGRAM / L5,List,2,Lesion visible in this region
51,50,Ise50,LESION LOCATION PER DIAGRAM / L6,List,1,Lesion not visible in this region
51,50,Ise50,LESION LOCATION PER DIAGRAM / L6,List,2,Lesion visible in this region
52,51,Ise51,LESION LOCATION PER DIAGRAM / RT,List,1,Lesion not visible in this region
52,51,Ise51,LESION LOCATION PER DIAGRAM / RT,List,2,Lesion visible in this region
53,52,Ise52,LESION LOCATION PER DIAGRAM / RA,List,1,Lesion not visible in this region
53,52,Ise52,LESION LOCATION PER DIAGRAM / RA,List,2,Lesion visible in this region
54,53,Ise53,LESION LOCATION PER DIAGRAM / RB,List,1,Lesion not visible in this region
54,53,Ise53,LESION LOCATION PER DIAGRAM / RB,List,2,Lesion visible in this region
55,54,Ise54,LESION LOCATION PER DIAGRAM / RC,List,1,Lesion not visible in this region
55,54,Ise54,LESION LOCATION PER DIAGRAM / RC,List,2,Lesion visible in this region
56,55,Ise55,LESION LOCATION PER DIAGRAM / RD,List,1,Lesion not visible in this region
56,55,Ise55,LESION LOCATION PER DIAGRAM / RD,List,2,Lesion visible in this region
57,56,Ise56,LESION LOCATION PER DIAGRAM / RE,List,1,Lesion not visible in this region
57,56,Ise56,LESION LOCATION PER DIAGRAM / RE,List,2,Lesion visible in this region
58,57,Ise57,LESION LOCATION PER DIAGRAM / RF,List,1,Lesion not visible in this region
58,57,Ise57,LESION LOCATION PER DIAGRAM / RF,List,2,Lesion visible in this region
59,58,Ise58,LESION LOCATION PER DIAGRAM / RG,List,1,Lesion not visible in this region
59,58,Ise58,LESION LOCATION PER DIAGRAM / RG,List,2,Lesion visible in this region
60,59,Ise59,LESION LOCATION PER DIAGRAM / LT,List,1,Lesion not visible in this region
60,59,Ise59,LESION LOCATION PER DIAGRAM / LT,List,2,Lesion visible in this region
61,60,Ise60,LESION LOCATION PER DIAGRAM / LA,List,1,Lesion not visible in this region
61,60,Ise60,LESION LOCATION PER DIAGRAM / LA,List,2,Lesion visible in this region
62,61,Ise61,LESION LOCATION PER DIAGRAM / LB,List,1,Lesion not visible in this region
62,61,Ise61,LESION LOCATION PER DIAGRAM / LB,List,2,Lesion visible in this region
63,62,Ise62,LESION LOCATION PER DIAGRAM / LC,List,1,Lesion not visible in this region
63,62,Ise62,LESION LOCATION PER DIAGRAM / LC,List,2,Lesion visible in this region
64,63,Ise63,LESION LOCATION PER DIAGRAM / LD,List,1,Lesion not visible in this region
64,63,Ise63,LESION LOCATION PER DIAGRAM / LD,List,2,Lesion visible in this region
65,64,Ise64,LESION LOCATION PER DIAGRAM / LE,List,1,Lesion not visible in this region
65,64,Ise64,LESION LOCATION PER DIAGRAM / LE,List,2,Lesion visible in this region
66,65,Ise65,LESION LOCATION PER DIAGRAM / LF,List,1,Lesion not visible in this region
66,65,Ise65,LESION LOCATION PER DIAGRAM / LF,List,2,Lesion visible in this region
67,66,Ise66,LESION LOCATION PER DIAGRAM / LG,List,1,Lesion not visible in this region
67,66,Ise66,LESION LOCATION PER DIAGRAM / LG,List,2,Lesion visible in this region
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,10,L0
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,11,L1
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,12,L2
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,13,L3
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,14,L4
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,15,L5
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,16,L6
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,20,R0
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,21,R1
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,22,R2
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,23,R3
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,24,R4
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,25,R5
68,67,Ise67,REGION OF GREATEST INVOLVEMENT / CRANIO-CAUDAL,List,26,R6
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,11,LT
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,12,LA
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,13,LB
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,14,LC
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,15,LD
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,16,LE
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,17,LF
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,18,LG
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,21,RT
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,22,RA
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,23,RB
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,24,RC
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,25,RD
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,26,RE
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,27,RF
69,68,Ise68,REGION OF GREATEST INVOLVEMENT / MEDIO-LATERAL,List,28,RG
70,69,Ise69,TUMOR SIZE (MM): DIMENSION X (NN),#,,BEST32.
71,70,Ise70,TUMOR SIZE (MM): DIMENSION Y (NN),#,,BEST32.
72,71,Ise71,TUMOR SIZE (MM): DIMENSION Z (NN),#,,BEST32.
73,72,Ise72,DEPTH OF LESION FROM SKIN (MM),#,,BEST32.
74,73,Ise73,FINAL ASSESSMENT,List,1,1-Negative
74,73,Ise73,FINAL ASSESSMENT,List,2,2-Benign
74,73,Ise73,FINAL ASSESSMENT,List,3,3-Probably Benign
74,73,Ise73,FINAL ASSESSMENT,List,4,Suspicious abnormality
74,73,Ise73,FINAL ASSESSMENT,List,5,Highly suggestive of malignancy
75,74,Ise74,POST-ULTRASOUND MR ASSESSMENT,List,1,1-Negative
75,74,Ise74,POST-ULTRASOUND MR ASSESSMENT,List,2,2-Benign
75,74,Ise74,POST-ULTRASOUND MR ASSESSMENT,List,3,3-Probably Benign
75,74,Ise74,POST-ULTRASOUND MR ASSESSMENT,List,4,Suspicious abnormality
75,74,Ise74,POST-ULTRASOUND MR ASSESSMENT,List,5,Highly suggestive of malignancy
76,76,Ise76,DATE FORM COMPLETED (MM/DD/YYYY),YYYY,,best4.
77,76,Ise76d,Days from Base_dt to DATE FORM COMPLETED (MM/DD/YYYY),#,,best8.
78,79,Rec,Data Entry Date (Days from base date),#,,best8.
